698,101008T,听力与言语康复学（注：授予理学学士学位）,医学技术类,医学
699,101009T,康复物理治疗（注：授予理学学士学位）,医学技术类,医学
700,101010T,康复作业治疗（注：授予理学学士学位）,医学技术类,医学
701,101011T,智能医学工程（注：授予工学学士学位）,医学技术类,医学
702,101012T,生物医药数据科学（注：授予理学学士学位）,医学技术类,医学
703,101013T,智能影像工程（注：授予工学学士学位）,医学技术类,医学
704,101014TK,医工学（注：授予工学学士学位）,医学技术类,医学
705,101015TK,医疗器械与装备工程（注：授予工学学士学位）,医学技术类,医学
706,101016TK,健康与医疗保障（注：授予管理学学士学位）,医学技术类,医学
707,101017TK,老年医学与健康（注：授予管理学学士学位）,医学技术类,医学
708,101101K,护理学（注：授予理学学士学位）,护理学类,医学
709,101102TK,助产学（注：授予理学学士学位）,护理学类,医学
710,120101,管理科学（注：可授管理学或理学学士学位）,管理科学与工程类,管理学
711,120102,信息管理与信息系统（注：可授管理学或工学学士学位）,管理科学与工程类,管理学
712,120103,工程管理（注：可授管理学或工学学士学位）,管理科学与工程类,管理学
713,120104,房地产开发与管理,管理科学与工程类,管理学
714,120105,工程造价（注：可授管理学或工学学士学位）,管理科学与工程类,管理学
715,120106TK,保密管理,管理科学与工程类,管理学
716,120107T,邮政管理,管理科学与工程类,管理学
717,120108T,大数据管理与应用,管理科学与工程类,管理学
718,120109T,工程审计,管理科学与工程类,管理学
719,120110T,计算金融,管理科学与工程类,管理学
720,120111T,应急管理,管理科学与工程类,管理学
721,120201K,工商管理,工商管理类,管理学
722,120202,市场营销,工商管理类,管理学
723,120203K,会计学,工商管理类,管理学
724,120204,财务管理,工商管理类,管理学
725,120205,国际商务,工商管理类,管理学
726,120206,人力资源管理,工商管理类,管理学
727,120207,审计学,工商管理类,管理学
728,120208,资产评估,工商管理类,管理学
729,120209,物业管理,工商管理类,管理学
730,120210,文化产业管理（注：可授管理学或艺术学学士学位）,工商管理类,管理学
731,120211T,劳动关系,工商管理类,管理学
732,120212T,体育经济与管理,工商管理类,管理学
733,120213T,财务会计教育,工商管理类,管理学
734,120214T,市场营销教育,工商管理类,管理学
735,120215T,零售业管理,工商管理类,管理学
736,120216T,创业管理,工商管理类,管理学
737,120217TK,海关稽查,工商管理类,管理学
738,120218T,内部审计,工商管理类,管理学
739,120301,农林经济管理,农业经济管理类,管理学
740,120302,农村区域发展（注：可授管理学或农学学士学位）,农业经济管理类,管理学
741,120303TK,乡村治理,农业经济管理类,管理学
742,120401,公共事业管理,公共管理类,管理学
743,120402,行政管理,公共管理类,管理学
744,120403,劳动与社会保障,公共管理类,管理学
745,120404,土地资源管理（注：可授管理学或工学学士学位）,公共管理类,管理学
746,120405,城市管理,公共管理类,管理学
747,120406TK,海关管理,公共管理类,管理学
748,120407T,交通管理（注：可授管理学或工学学士学位）,公共管理类,管理学
749,120408T,海事管理,公共管理类,管理学
750,120409T,公共关系学,公共管理类,管理学
751,120410T,健康服务与管理,公共管理类,管理学
752,120411TK,海警后勤管理,公共管理类,管理学
753,120412T,医疗产品管理,公共管理类,管理学
754,120413T,医疗保险,公共管理类,管理学
755,120414T,养老服务管理,公共管理类,管理学
756,120415TK,海关检验检疫安全,公共管理类,管理学
757,120416TK,海外安全管理,公共管理类,管理学
758,120417T,自然资源登记与管理,公共管理类,管理学
759,120418T,慈善管理,公共管理类,管理学
760,120419TK,航空安防管理,公共管理类,管理学
761,120420TK,无障碍管理,公共管理类,管理学
762,120421TK,人才发展与管理,公共管理类,管理学
763,120501,图书馆学,图书情报与档案管理类,管理学
764,120502,档案学,图书情报与档案管理类,管理学
765,120503,信息资源管理,图书情报与档案管理类,管理学
766,120601,物流管理,物流管理与工程类,管理学
767,120602,物流工程（注：可授管理学或工学学士学位）,物流管理与工程类,管理学
768,120603T,采购管理,物流管理与工程类,管理学
769,120604T,供应链管理,物流管理与工程类,管理学
770,120701,工业工程（注：可授管理学或工学学士学位）,工业工程类,管理学
771,120702T,标准化工程,工业工程类,管理学
772,120703T,质量管理工程,工业工程类,管理学
773,120801,电子商务（注：可授管理学或经济学或工学学士学位）,电子商务类,管理学
774,120802T,电子商务及法律,电子商务类,管理学
775,120803T,跨境电子商务,电子商务类,管理学
776,120901K,旅游管理,旅游管理类,管理学
777,120902,酒店管理,旅游管理类,管理学
778,120903,会展经济与管理,旅游管理类,管理学
779,120904T,旅游管理与服务教育,旅游管理类,管理学
780,120905TK,国际邮轮管理,旅游管理类,管理学
781,130101,艺术史论,艺术学理论类,艺术学
782,130102T,艺术管理,艺术学理论类,艺术学
783,130103T,非物质文化遗产保护,艺术学理论类,艺术学
784,130201,音乐表演,音乐与舞蹈学类,艺术学
785,130202,音乐学,音乐与舞蹈学类,艺术学
786,130203,作曲与作曲技术理论,音乐与舞蹈学类,艺术学
787,130204,舞蹈表演,音乐与舞蹈学类,艺术学
788,130205,舞蹈学,音乐与舞蹈学类,艺术学
789,130206,舞蹈编导,音乐与舞蹈学类,艺术学
790,130207T,舞蹈教育,音乐与舞蹈学类,艺术学
791,130208TK,航空服务艺术与管理,音乐与舞蹈学类,艺术学
792,130209T,流行音乐,音乐与舞蹈学类,艺术学
793,130210T,音乐治疗,音乐与舞蹈学类,艺术学
794,130211T,流行舞蹈,音乐与舞蹈学类,艺术学
795,130212T,音乐教育,音乐与舞蹈学类,艺术学
796,130213TK,冰雪舞蹈表演,音乐与舞蹈学类,艺术学
797,130214TK,舞蹈治疗,音乐与舞蹈学类,艺术学
798,130215T,音乐科技,音乐与舞蹈学类,艺术学
799,130301,表演,戏剧与影视学类,艺术学
800,130302,戏剧学,戏剧与影视学类,艺术学
801,130303,电影学,戏剧与影视学类,艺术学
802,130304,戏剧影视文学,戏剧与影视学类,艺术学
803,130305,广播电视编导,戏剧与影视学类,艺术学
804,130306,戏剧影视导演,戏剧与影视学类,艺术学
805,130307,戏剧影视美术设计,戏剧与影视学类,艺术学
806,130308,录音艺术,戏剧与影视学类,艺术学
807,130309,播音与主持艺术,戏剧与影视学类,艺术学
808,130310,动画,戏剧与影视学类,艺术学
809,130311T,影视摄影与制作,戏剧与影视学类,艺术学
810,130312T,影视技术,戏剧与影视学类,艺术学
811,130313T,戏剧教育,戏剧与影视学类,艺术学
812,130314TK,曲艺,戏剧与影视学类,艺术学
813,130315TK,音乐剧,戏剧与影视学类,艺术学
814,130316T,数字戏剧,戏剧与影视学类,艺术学
815,130317T,数字演艺设计,戏剧与影视学类,艺术学
816,130318T,智能影像艺术,戏剧与影视学类,艺术学
817,130401,美术学,美术学类,艺术学
818,130402,绘画,美术学类,艺术学
819,130403,雕塑,美术学类,艺术学
820,130404,摄影,美术学类,艺术学
821,130405T,书法学,美术学类,艺术学
822,130406T,中国画,美术学类,艺术学
823,130407TK,实验艺术,美术学类,艺术学
824,130408TK,跨媒体艺术,美术学类,艺术学
825,130409T,文物保护与修复,美术学类,艺术学
826,130410T,漫画,美术学类,艺术学
827,130411T,纤维艺术,美术学类,艺术学
828,130412TK,科技艺术,美术学类,艺术学
829,130413TK,美术教育,美术学类,艺术学
830,130414T,虚拟空间艺术,美术学类,艺术学
831,130501,艺术设计学,设计学类,艺术学
832,130502,视觉传达设计,设计学类,艺术学
833,130503,环境设计,设计学类,艺术学
834,130504,产品设计,设计学类,艺术学
835,130505,服装与服饰设计,设计学类,艺术学
836,130506,公共艺术,设计学类,艺术学
837,130507,工艺美术,设计学类,艺术学
838,130508,数字媒体艺术,设计学类,艺术学
839,130509T,艺术与科技,设计学类,艺术学
840,130510TK,陶瓷艺术设计,设计学类,艺术学
841,130511T,新媒体艺术,设计学类,艺术学
842,130512T,包装设计,设计学类,艺术学
843,130513TK,珠宝首饰设计与工艺,设计学类,艺术学
844,130514T,人居设计,设计学类,艺术学
845,130515TK,游戏艺术设计,设计学类,艺术学
